Date,Open,High,Low,Close
2002-12-31,100.094303,101.02165200000002,98.99947099999999,100.89157500000002
2003-03-31,100.94035405868101,101.02627433286679,100.25466666534003,100.58638000345654
2003-06-30,100.5543015271853,101.27304402724357,100.52733623593507,101.05963413214059
2003-09-30,101.12225652382733,101.94215291698052,101.12225652382733,101.83028837428354
2003-12-31,101.94542785750504,102.82510049101428,101.79029394503777,102.80986182752628
2004-03-31,102.90408809398981,103.26553878141414,102.79583650617575,103.01798188702101
2004-06-30,103.03808738359999,103.28143627034854,102.91069568380948,103.01446887404234
2004-09-30,103.027443478605,103.20768253167078,102.86539868678692,103.19524048219239
2004-12-31,103.21695700930624,103.95946628100256,103.15931666027262,103.91700992046226
2005-03-31,103.91093804957261,104.36546065926377,103.88595224370734,103.95573459420919
2005-06-30,103.97166611100008,104.29680476914949,103.66731085483471,104.20737171207175
2005-09-30,104.20810848367208,104.84019720572455,104.20810848367208,104.70601020998433
2005-12-31,104.71264219355747,104.71645698699166,104.45306477696693,104.56692976224713
2006-03-31,104.56218242363593,104.61310024441434,104.39533856751517,104.51220047687886
2006-06-30,104.50840156032059,104.65498034545348,104.43825701816681,104.4523296355742
2006-09-30,104.4546593867693,104.82156905826558,104.42414048264888,104.82156905826558
2006-12-31,104.82697935121148,105.29486407843277,104.82697935121148,105.27502982319545
2007-03-31,105.27686160871437,105.67636981939039,105.27686160871437,105.46814633790295
2007-06-30,105.4792602228014,105.48864338620956,104.60994640028494,104.60994640028494
2007-09-30,104.610814919281,104.6181904878704,102.54230270454552,102.6569387900206
2007-12-31,102.78144862054282,103.3106651427137,100.93317176819738,101.34555722052139
2008-03-31,101.38416177017784,101.38416177017784,98.85552829673601,98.85552829673601
2008-06-30,98.91271354085325,100.04805234744975,98.6659776472442,99.71053819787153
2008-09-30,99.7124059964911,99.7124059964911,96.2877906400406,96.2877906400406
2008-12-31,95.87871233868667,95.87871233868667,89.31644258451107,89.41612810150431
2009-03-31,89.41987821391689,91.58056798229673,89.41987821391689,91.56677554453707
2009-06-30,91.37950061751873,98.7091445067711,91.20520712397814,98.37789441276756
2009-09-30,98.38635317848596,101.76243703305319,98.38635317848596,101.76243703305319
2009-12-31,101.91936412619388,103.44388228548613,101.79498450368214,103.44388228548613
2010-03-31,103.70585495181295,105.07849113453432,103.70585495181295,105.04823586784342
2010-06-30,105.00891064155378,105.04052929861317,102.55430524094503,103.48310406789345
2010-09-30,103.48808799414198,104.60066936011405,103.4191302333328,104.60066936011405
2010-12-31,104.64630776653958,105.11847633279281,104.37413760229708,105.06266628942215
2011-03-31,105.07587056532142,106.20359431399231,105.07587056532142,105.57305126661629
2011-06-30,105.58107280118749,106.09817233338413,105.35843765693365,105.83597794339235
2011-09-30,105.84056392877588,106.16269551925927,103.68963172123257,103.88571437783519
2011-12-31,103.77021583690322,104.33149001776789,103.15681481415908,104.22619516298597
2012-03-31,104.28112653688466,106.35314746577262,104.28112653688466,106.35314746577262
2012-06-30,106.40164495664392,106.43237188123994,105.08390795988856,105.40275569386914
2012-09-30,105.41135539723203,107.49686215351208,105.41135539723203,107.49686215351208
2012-12-31,107.57494320761845,108.52430418245169,107.54709188374699,108.52430418245169
2013-03-31,108.69665054468081,109.79967746423169,108.69665054468081,109.79967746423169
2013-06-30,109.79344599868553,110.32697643863642,109.65106536732733,109.80395115133041
2013-09-30,109.81195156303475,110.23511495611817,109.81195156303475,110.0035164942915
2013-12-31,110.0201435029353,110.98226355117878,109.96028800820652,110.98226355117878
2014-03-31,111.00228586134604,111.89583846969822,110.99651478364139,111.89583846969822
2014-06-30,111.89493063478236,112.35427845486217,111.88659253732172,112.35427845486217
2014-09-30,112.3581861403618,112.55037745562122,112.24461244095664,112.36813237082124
2014-12-31,112.43418901408691,112.43418901408691,111.74174847533828,111.94942070654047
2015-03-31,111.9650163803391,112.39116528418901,111.68746689854656,112.32410870067999
2015-06-30,112.32711566212016,112.7209548436601,112.23979399447492,112.23979399447492
2015-09-30,112.24369095380973,112.24369095380973,111.14644669410978,111.1689899489575
2015-12-31,111.10263081033949,111.75546273769537,110.73930120442476,111.18313028028682
2016-03-31,111.18791004305757,111.80574802703738,109.60036170438707,111.74770376204324
2016-06-30,112.01707491459238,113.4256795642333,112.01166363164165,112.73811975108616
2016-09-30,112.74257152362259,114.24221292033695,112.74257152362259,114.19933292248177
2016-12-31,114.22759900969295,115.95152346413388,114.16659949709597,115.95152346413388
2017-03-31,116.03973474512446,117.23000612136471,115.98790789268172,117.1647915060228
2017-06-30,117.14935835824971,117.89472721750374,117.14935835824971,117.84524026680441
2017-09-30,117.85814567136595,118.31422011763793,117.85814567136595,118.26894684530136
2017-12-31,118.30975250543887,119.43941602036455,118.30975250543887,119.43941602036455
2018-03-31,119.4414285745245,120.2169761738104,119.23267952956891,119.23267952956891
2018-06-30,119.24852794568064,119.74338575095365,119.19165925653085,119.48671761229083
2018-09-30,119.49378484253674,120.06230690764028,119.46862373515789,120.06230690764028
2018-12-31,120.12399139404401,120.15885575958036,117.67850159966942,117.67850159966942
2019-03-31,117.67141617708809,119.63067261627631,117.60244480730053,119.63067261627631
2019-06-30,119.68393508288533,121.17069468637567,119.64321596776179,121.17069468637567
2019-09-30,121.1748240249968,121.76638090790317,120.79514728422065,121.37012208946662
2019-12-31,121.36368742899917,123.06059259350619,121.07641537803413,123.0514807471273
2020-03-31,123.01164775229465,123.44374302693815,111.38530332700496,112.93654689698438
2020-06-30,112.99522153454902,119.79474611502219,112.97774084119409,119.79474611502219
2020-09-30,119.79867268777282,122.3722968686285,119.79867268777282,121.56241509036916
2020-12-31,121.53127322162167,124.41602568845774,121.51709523000997,124.41602568845774
2021-03-31,124.47583744864721,125.6424168485534,124.45936725516657,125.25816292985567
2021-06-30,125.31099121852324,125.82151247337188,125.22220918675242,125.82151247337188
2021-09-30,125.82065027031388,126.20002956912522,125.73121878688876,126.20002956912522
2021-12-31,126.1762661082187,126.84720689826936,126.1762661082187,126.5902865610624
2022-03-31,126.59056505969282,126.73134231966878,123.80964989896528,125.2956401049852
2022-06-30,125.39958085747473,125.4811176610487,124.0779795316801,124.24086958291258
2022-09-30,124.24595344882086,125.2372098264172,124.20255323497626,124.3748375513744
2022-12-31,124.32063792018329,125.70026063792028,124.02181901695018,125.55343109634384
2023-03-31,125.53047365146787,127.19009665827762,125.3911545421861,125.851093170787
2023-06-30,125.97723670300948,127.83735723947134,125.97723670300948,127.76591105950598
2023-09-30,127.7757808147245,128.48091148337912,127.7757808147245,128.44060506539427
2023-12-31,128.45132983947852,130.2284545358484,128.1753068988848,130.1065521985284
2024-03-31,130.1227348514908,131.51655593666953,130.00063765864564,131.4917745416723
2024-06-30,131.510014179225,132.14670750626027,131.509450817854,131.7554276633095
2024-09-30,131.7554276633095,132.59478016031122,131.5447617361206,132.59478016031122
2024-12-31,132.58612156926242,133.01376879568377,132.58612156926242,133.01376879568377
